날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
33538,108,11,8,15
33539,108,11,6,15
33540,108,11,5,16
33541,108,12,8,17
33542,108,11,5,18
33543,108,11,6,16
33544,108,12,7,16
33545,108,10,2,14
33546,108,4,2,9
33547,108,8,1,15
33548,108,11,6,18
33549,108,9,7,11
33550,108,7,4,11
33551,108,6,1,10
33552,108,5,2,8
33553,108,2,0,6
33554,108,6,2,10
33555,108,8,4,12
33556,108,5,2,8
33557,108,4,1,9
33558,108,6,0,11
33559,108,7,4,11
33560,108,6,1,11
33561,108,6,4,10
33562,108,5,0,9
33563,108,8,5,12
33564,108,10,7,13
33565,108,9,3,13
33566,108,1,2,5
33567,108,1,4,8
33568,108,3,2,9
33569,108,5,0,10
33570,108,6,3,11
33571,108,6,2,12
33572,108,7,2,11
33573,108,3,1,8
33574,108,4,1,9
33575,108,3,1,7
33576,108,3,3,8
33577,108,6,2,12
33578,108,8,2,13
33579,108,8,6,11
33580,108,4,1,6
33581,108,1,4,2
33582,108,1,4,2
33583,108,2,8,1
33584,108,8,11,5
33585,108,2,8,3
33586,108,6,2,10
33587,108,7,2,13
33588,108,9,5,13
33589,108,6,2,9
33590,108,3,1,5
33591,108,4,2,6
33592,108,3,0,7
33593,108,2,0,6
33594,108,5,1,11
33595,108,6,5,8
33596,108,3,1,6
33597,108,3,2,5
33598,108,3,1,5
33599,108,1,2,4
33600,108,6,9,2
33601,108,8,11,4
33602,108,6,11,0
33603,108,0,4,4
33604,108,2,1,6
33605,108,1,2,5
33606,108,2,5,2
33607,108,2,6,2
33608,108,0,3,2
33609,108,4,2,6
33610,108,2,0,4
33611,108,1,2,4
33612,108,0,1,4
33613,108,0,3,6
33614,108,0,4,4
33615,108,2,2,6
33616,108,2,0,4
33617,108,0,3,4
33618,108,1,5,3
33619,108,1,2,2
33620,108,4,7,2
33621,108,6,9,2
33622,108,5,9,1
33623,108,3,9,2
33624,108,0,4,5
33625,108,0,4,2
33626,108,3,6,1
33627,108,1,5,3
33628,108,2,1,5
33629,108,0,4,6
33630,108,2,0,5
33631,108,2,3,8
33632,108,2,0,5
33633,108,0,2,4
33634,108,1,4,2
33635,108,1,4,3
33636,108,1,3,1
33637,108,1,2,4
33638,108,2,5,2
33639,108,2,7,4
33640,108,2,5,3
33641,108,3,7,1
33642,108,4,8,1
33643,108,2,7,4
33644,108,1,3,5
33645,108,2,6,4
33646,108,0,3,3
33647,108,1,4,3
33648,108,1,3,5
33649,108,3,2,8
33650,108,3,6,0
33651,108,2,7,3
33652,108,0,4,4
33653,108,4,7,0
33654,108,2,7,3
33655,108,1,5,3
33656,108,1,5,5
33657,108,2,1,5
33658,108,1,3,6
33659,108,3,2,9
33660,108,6,1,13
33661,108,10,5,16
33662,108,11,6,16
33663,108,12,10,13
33664,108,10,7,14
33665,108,7,5,12
33666,108,6,2,11
33667,108,5,1,9
33668,108,3,1,6
33669,108,3,0,7
33670,108,3,2,7
33671,108,5,0,10
33672,108,6,1,11
33673,108,6,3,10
33674,108,7,0,12
33675,108,8,5,12
33676,108,8,2,14
33677,108,10,4,15
33678,108,10,7,16
33679,108,7,4,8
33680,108,5,3,8
33681,108,6,3,10
33682,108,7,4,11
33683,108,6,1,11
33684,108,7,4,11
33685,108,7,1,13
33686,108,7,6,9
33687,108,7,6,9
33688,108,7,3,11
33689,108,11,5,17
33690,108,13,7,20
33691,108,14,8,19
33692,108,13,8,18
33693,108,12,6,18
33694,108,13,6,20
33695,108,13,9,18
33696,108,12,8,18
33697,108,14,7,20
33698,108,16,10,22
33699,108,15,9,22
33700,108,14,9,22
33701,108,14,7,20
33702,108,13,9,17
33703,108,17,10,24
33704,108,9,6,14
33705,108,7,4,13
33706,108,6,2,10
33707,108,8,3,14
33708,108,9,5,14
33709,108,5,3,9
33710,108,8,4,13
33711,108,13,5,18
33712,108,11,8,15
33713,108,10,4,16
33714,108,13,7,20
33715,108,13,10,18
33716,108,13,8,18
33717,108,15,8,21
33718,108,14,11,18
33719,108,13,8,19
33720,108,13,7,20
33721,108,14,6,22
33722,108,12,9,15
33723,108,15,9,21
33724,108,12,10,16
33725,108,12,7,18
33726,108,14,8,21
33727,108,15,9,21
33728,108,18,11,26
33729,108,20,15,27
33730,108,15,11,19
33731,108,15,12,18
33732,108,15,12,20
33733,108,15,10,20
33734,108,16,9,22
33735,108,18,11,24
33736,108,18,12,23
33737,108,14,11,15
33738,108,17,11,23
33739,108,17,14,22
33740,108,15,13,18
33741,108,14,11,20
33742,108,16,12,21
33743,108,17,10,24
33744,108,19,13,25
33745,108,19,15,25
33746,108,19,14,25
33747,108,17,14,21
33748,108,14,11,20
33749,108,12,10,15
33750,108,13,12,19
33751,108,16,11,22
33752,108,17,13,22
33753,108,19,13,26
33754,108,23,15,30
33755,108,22,17,28
33756,108,22,15,29
33757,108,23,17,30
33758,108,21,17,27
33759,108,19,17,21
33760,108,21,17,26
33761,108,21,17,26
33762,108,16,13,21
33763,108,17,11,23
33764,108,19,16,24
33765,108,17,15,21
33766,108,17,14,21
33767,108,19,15,24
33768,108,20,17,24
33769,108,21,16,27
33770,108,23,16,29
33771,108,24,17,29
33772,108,21,18,25
33773,108,20,16,26
33774,108,20,15,26
33775,108,21,15,27
33776,108,21,16,24
33777,108,22,18,27
33778,108,22,18,26
33779,108,21,16,26
33780,108,22,18,27
33781,108,23,17,27
33782,108,24,19,30
33783,108,23,19,29
33784,108,23,19,30
33785,108,22,19,28
33786,108,23,20,28
33787,108,23,21,25
33788,108,21,19,23
33789,108,24,21,28
33790,108,25,20,31
33791,108,27,21,32
33792,108,26,22,31
33793,108,26,22,32
33794,108,26,21,30
33795,108,22,21,26
33796,108,21,20,23
33797,108,23,20,27
33798,108,24,21,28
33799,108,24,20,29
33800,108,23,20,28
33801,108,24,20,29
33802,108,22,21,24
33803,108,24,21,29
33804,108,27,23,32
33805,108,27,25,29
33806,108,27,25,28
33807,108,25,23,26
33808,108,26,23,30
33809,108,27,24,30
33810,108,26,24,29
33811,108,27,24,30
33812,108,25,25,26
33813,108,27,24,30
33814,108,27,25,31
33815,108,26,25,27
33816,108,26,23,29
33817,108,27,23,32
33818,108,27,23,31
33819,108,26,22,31
33820,108,25,20,31
33821,108,25,20,30
33822,108,24,23,26
33823,108,21,20,23
33824,108,25,21,30
33825,108,26,21,30
33826,108,25,22,30
33827,108,25,23,29
33828,108,24,21,27
33829,108,25,20,30
33830,108,21,20,25
33831,108,21,18,24
33832,108,24,21,27
33833,108,22,20,24
33834,108,25,20,30
33835,108,26,21,30
33836,108,26,20,31
33837,108,26,22,30
33838,108,26,23,30
33839,108,25,22,28
33840,108,25,22,28
33841,108,25,20,30
33842,108,26,21,30
33843,108,22,21,23
33844,108,23,22,26
33845,108,28,22,33
33846,108,28,24,33
33847,108,28,25,31
33848,108,25,23,27
33849,108,25,24,27
33850,108,25,23,28
33851,108,25,21,29
33852,108,25,21,31
33853,108,25,21,30
33854,108,23,21,24
33855,108,23,19,26
33856,108,21,16,25
33857,108,21,16,26
33858,108,21,16,27
33859,108,20,19,23
33860,108,20,17,23
33861,108,22,18,27
33862,108,22,17,28
33863,108,21,17,25
33864,108,20,14,24
33865,108,21,17,26
33866,108,20,14,25
33867,108,20,17,25
33868,108,21,17,26
33869,108,21,16,26
33870,108,21,15,26
33871,108,20,18,22
33872,108,19,15,24
33873,108,17,11,22
33874,108,16,9,22
33875,108,15,12,18
33876,108,16,13,21
33877,108,16,10,22
33878,108,18,12,25
33879,108,19,13,25
33880,108,17,15,20
33881,108,16,14,21
33882,108,15,11,19
33883,108,14,8,19
33884,108,15,12,20
33885,108,15,12,19
33886,108,15,9,21
33887,108,14,10,19
33888,108,16,10,21
33889,108,16,13,20
33890,108,16,12,22
33891,108,16,11,22
33892,108,17,13,22
33893,108,17,13,22
33894,108,16,12,22
33895,108,15,11,20
33896,108,14,10,20
33897,108,14,9,20
33898,108,14,9,20
33899,108,14,9,19
33900,108,13,10,15
33901,108,9,6,13
33902,108,8,6,12
33903,108,9,4,14
33904,108,10,4,17
33905,108,11,5,16
33906,108,12,7,16
33907,108,11,7,13
33908,108,10,6,14
33909,108,8,4,13
33910,108,8,2,14
33911,108,11,6,15
33912,108,10,5,15
33913,108,9,5,14
33914,108,11,6,17
33915,108,12,9,17
33916,108,10,9,11
33917,108,5,2,9
33918,108,3,1,6
33919,108,5,0,10
33920,108,9,6,13
33921,108,9,7,14
33922,108,9,6,13
33923,108,7,1,11
33924,108,3,1,7
33925,108,6,1,11
33926,108,9,3,15
33927,108,10,6,15
33928,108,1,1,6
33929,108,3,2,8
33930,108,7,5,10
33931,108,7,3,10
33932,108,7,2,14
33933,108,1,5,4
33934,108,6,9,2
33935,108,4,9,2
33936,108,2,4,7
33937,108,7,3,12
33938,108,7,2,14
33939,108,5,2,9
33940,108,4,1,10
33941,108,3,0,7
33942,108,5,2,11
33943,108,9,5,13
33944,108,9,8,10
33945,108,10,7,11
33946,108,7,5,9
33947,108,4,2,7
33948,108,3,4,5
33949,108,3,6,0
33950,108,0,4,3
33951,108,0,6,4
33952,108,5,8,1
33953,108,4,8,0
33954,108,1,1,4
33955,108,0,4,4
33956,108,1,4,4
33957,108,2,3,5
33958,108,7,2,13
33959,108,4,2,9
33960,108,1,5,2
33961,108,7,10,4
33962,108,6,8,2
33963,108,5,9,1
33964,108,0,6,4
33965,108,3,1,5
33966,108,4,3,4
33967,108,1,2,3
33968,108,1,1,5
33969,108,1,4,3
33970,108,0,5,5
33971,108,3,1,5
33972,108,1,6,5
33973,108,4,8,1
33974,108,2,7,3
33975,108,0,3,3
33976,108,1,1,3
33977,108,1,2,5
33978,108,4,2,6
33979,108,1,3,4
33980,108,3,6,1
33981,108,3,7,3
33982,108,1,3,2
33983,108,0,2,2
33984,108,3,7,0
33985,108,5,9,2
33986,108,4,7,1
33987,108,8,10,5
33988,108,8,11,4
33989,108,8,11,3
33990,108,6,10,1
33991,108,3,9,2
33992,108,1,4,4
33993,108,1,5,8
33994,108,2,0,6
33995,108,0,4,4
33996,108,5,7,3
33997,108,7,11,2
33998,108,4,9,0
33999,108,1,6,4
34000,108,2,2,5
34001,108,2,5,3
34002,108,1,6,5
34003,108,1,4,5
34004,108,4,2,8
34005,108,7,3,12
34006,108,10,5,14
34007,108,1,6,5
34008,108,5,8,1
34009,108,2,6,2
34010,108,0,6,6
34011,108,2,2,6
34012,108,1,4,7
34013,108,1,2,5
34014,108,1,4,8
34015,108,2,3,7
34016,108,4,2,5
34017,108,4,1,7
34018,108,2,2,7
34019,108,3,2,8
34020,108,5,0,9
34021,108,5,3,6
34022,108,2,6,4
34023,108,6,8,3
34024,108,5,9,1
34025,108,2,7,3
34026,108,1,5,5
34027,108,2,2,6
34028,108,0,4,2
34029,108,3,5,1
34030,108,1,6,5
34031,108,4,0,7
34032,108,6,3,10
34033,108,7,2,12
34034,108,7,4,8
34035,108,4,2,8
34036,108,4,1,10
34037,108,3,1,7
34038,108,5,2,9
34039,108,5,0,11
34040,108,6,2,12
34041,108,6,1,12
34042,108,8,4,11
34043,108,9,5,15
34044,108,5,2,9
34045,108,5,1,10
34046,108,5,1,10
34047,108,5,1,9
34048,108,6,0,11
34049,108,6,1,12
34050,108,8,2,15
34051,108,9,4,15
34052,108,6,5,9
34053,108,7,4,11
34054,108,9,4,14
34055,108,10,4,17
34056,108,9,5,15
34057,108,7,3,14
34058,108,8,5,11
34059,108,8,7,9
34060,108,9,5,15
34061,108,10,5,17
34062,108,11,7,16
34063,108,9,6,12
34064,108,8,3,14
34065,108,8,4,13
34066,108,4,1,7
34067,108,3,0,6
34068,108,5,0,10
34069,108,4,3,6
34070,108,6,2,11
34071,108,7,3,13
34072,108,8,5,14
34073,108,10,5,17
34074,108,12,6,18
34075,108,11,7,18
34076,108,12,8,18
34077,108,14,9,22
34078,108,15,9,23
34079,108,17,11,24
34080,108,18,13,24
34081,108,15,12,20
34082,108,16,12,22
34083,108,13,8,18
34084,108,11,7,16
34085,108,11,6,17
34086,108,13,8,20
34087,108,12,11,13
34088,108,12,11,14
34089,108,13,8,18
34090,108,15,11,20
34091,108,13,9,18
34092,108,15,10,20
34093,108,17,10,24
34094,108,18,13,21
34095,108,19,16,24
34096,108,20,15,26
34097,108,17,14,22
34098,108,16,13,21
34099,108,17,12,24
34100,108,18,13,23
34101,108,19,16,22
34102,108,14,12,18
34103,108,17,10,23
34104,108,19,11,25
34105,108,18,15,21
34106,108,15,12,19
34107,108,17,11,23
34108,108,18,12,26
34109,108,21,13,30
34110,108,18,15,22
34111,108,19,14,26
34112,108,19,12,25
34113,108,20,15,24
34114,108,16,14,18
34115,108,18,13,25
34116,108,20,13,27
34117,108,22,14,29
34118,108,25,17,32
34119,108,23,17,29
34120,108,24,18,30
34121,108,25,19,28
34122,108,16,13,19
34123,108,16,14,19
34124,108,19,14,25
34125,108,21,15,28
34126,108,21,15,27
34127,108,22,15,29
34128,108,23,19,28
34129,108,20,17,24
34130,108,20,17,24
34131,108,21,17,28
34132,108,22,20,24
34133,108,21,18,24
34134,108,21,20,23
34135,108,23,19,28
34136,108,24,22,29
34137,108,22,19,28
34138,108,22,18,28
34139,108,21,19,27
34140,108,20,18,26
34141,108,22,18,28
34142,108,23,20,28
34143,108,23,19,28
34144,108,23,19,27
34145,108,23,21,26
34146,108,24,21,29
34147,108,23,20,28
34148,108,20,18,23
34149,108,19,18,22
34150,108,18,17,19
34151,108,22,18,27
34152,108,24,19,30
34153,108,23,19,29
34154,108,25,19,31
34155,108,27,21,31
34156,108,25,21,30
34157,108,25,20,31
34158,108,22,20,25
34159,108,24,21,27
34160,108,25,23,30
34161,108,23,21,25
34162,108,23,22,25
34163,108,23,22,24
34164,108,25,21,30
34165,108,24,20,30
34166,108,24,21,27
34167,108,19,18,21
34168,108,22,18,28
34169,108,23,18,28
34170,108,23,17,28
34171,108,23,16,28
34172,108,23,16,29
34173,108,23,19,28
34174,108,22,20,25
34175,108,22,19,25
34176,108,22,18,26
34177,108,24,21,28
34178,108,25,21,30
34179,108,22,21,25
34180,108,23,21,27
34181,108,25,22,30
34182,108,25,23,30
34183,108,23,20,25
34184,108,22,19,27
34185,108,24,19,28
34186,108,23,21,28
34187,108,23,19,28
34188,108,23,19,27
34189,108,23,22,25
34190,108,26,22,31
34191,108,23,21,26
34192,108,25,20,30
34193,108,25,21,31
34194,108,22,21,24
34195,108,24,22,29
34196,108,22,21,26
34197,108,21,20,22
34198,108,23,20,27
34199,108,23,21,27
34200,108,24,20,29
34201,108,23,20,26
34202,108,20,18,22
34203,108,23,17,28
34204,108,24,18,30
34205,108,24,21,25
34206,108,25,22,28
34207,108,24,20,30
34208,108,24,19,29
34209,108,23,17,29
34210,108,22,16,28
34211,108,23,16,30
34212,108,23,19,29
34213,108,25,18,31
34214,108,24,20,30
34215,108,23,20,27
34216,108,22,17,28
34217,108,23,17,29
34218,108,24,19,30
34219,108,23,19,28
34220,108,23,20,28
34221,108,23,18,28
34222,108,22,17,28
34223,108,23,19,28
34224,108,21,20,23
34225,108,21,20,25
34226,108,22,17,28
34227,108,23,18,28
34228,108,24,20,28
34229,108,21,19,22
34230,108,22,18,26
34231,108,21,15,27
34232,108,23,19,28
34233,108,21,17,28
34234,108,21,17,27
34235,108,19,15,23
34236,108,18,13,24
34237,108,18,12,24
34238,108,19,13,25
34239,108,19,14,24
34240,108,19,15,22
34241,108,16,12,22
34242,108,15,11,20
34243,108,15,10,21
34244,108,15,11,20
34245,108,17,10,24
34246,108,18,13,24
34247,108,17,10,25
34248,108,17,13,23
34249,108,18,13,24
34250,108,18,11,25
34251,108,19,15,24
34252,108,16,12,20
34253,108,15,9,23
34254,108,17,12,21
34255,108,16,12,21
34256,108,15,12,20
34257,108,14,9,21
34258,108,15,9,21
34259,108,15,9,22
34260,108,12,5,19
34261,108,13,7,20
34262,108,15,9,21
34263,108,13,7,18
34264,108,7,4,15
34265,108,7,2,12
34266,108,9,3,16
34267,108,10,8,15
34268,108,10,4,17
34269,108,11,4,19
34270,108,13,7,19
34271,108,11,7,13
34272,108,6,3,8
34273,108,5,1,8
34274,108,11,5,19
34275,108,12,7,19
34276,108,14,11,18
34277,108,13,10,17
34278,108,14,10,20
34279,108,14,12,17
34280,108,12,11,15
34281,108,13,8,19
34282,108,13,9,18
34283,108,12,10,14
34284,108,15,10,21
34285,108,16,14,19
34286,108,15,13,17
34287,108,14,11,17
34288,108,12,10,15
34289,108,12,8,19
34290,108,14,11,17
34291,108,7,5,11
34292,108,9,6,11
34293,108,8,3,9
34294,108,1,5,3
34295,108,2,7,2
34296,108,4,7,1
34297,108,3,9,2
34298,108,3,1,7
34299,108,6,3,8
34300,108,4,2,9
34301,108,1,3,5
34302,108,2,0,5
34303,108,3,1,5
34304,108,5,2,8
34305,108,4,1,7
34306,108,1,4,2
34307,108,3,7,1
34308,108,1,6,3
34309,108,0,3,4
34310,108,1,4,5
34311,108,3,1,8
34312,108,3,1,8
34313,108,3,1,5
34314,108,0,3,3
34315,108,2,1,5
34316,108,1,4,4
34317,108,6,9,2
34318,108,7,11,3
34319,108,4,8,1
34320,108,7,9,4
34321,108,2,7,4
34322,108,2,2,7
34323,108,4,1,9
34324,108,7,10,1
34325,108,6,10,2
34326,108,3,7,1
34327,108,1,3,5
34328,108,4,1,10
34329,108,5,1,8
34330,108,0,3,4
34331,108,0,4,5
34332,108,1,4,8
34333,108,4,1,6
34334,108,2,4,1
34335,108,2,7,3
34336,108,3,0,6
34337,108,4,0,8
34338,108,1,5,2
34339,108,1,2,5
34340,108,2,4,5
34341,108,2,7,2
34342,108,2,3,7
34343,108,7,4,10
34344,108,6,3,9
34345,108,4,1,5
34346,108,2,1,4
34347,108,1,3,4
34348,108,2,6,2
34349,108,1,4,8
34350,108,3,1,6
34351,108,2,4,5
34352,108,8,11,4
34353,108,9,12,4
34354,108,7,10,3
34355,108,6,10,2
34356,108,4,7,0
34357,108,7,10,4
34358,108,6,11,1
34359,108,1,3,5
34360,108,0,6,4
34361,108,5,9,1
34362,108,2,5,3
34363,108,3,5,1
34364,108,3,8,2
34365,108,2,1,7
34366,108,1,4,4
34367,108,4,8,0
34368,108,1,5,3
34369,108,1,4,3
34370,108,2,2,7
34371,108,4,2,7
34372,108,3,1,8
34373,108,2,0,4
34374,108,6,9,3
34375,108,7,11,2
34376,108,3,7,2
34377,108,0,3,4
34378,108,2,6,3
34379,108,0,6,6
34380,108,3,0,7
34381,108,2,1,7
34382,108,3,3,10
34383,108,4,1,11
34384,108,5,1,11
34385,108,4,0,10
34386,108,1,3,4
34387,108,1,4,2
34388,108,1,4,4
34389,108,1,5,9
34390,108,3,0,8
34391,108,3,2,9
34392,108,5,0,11
34393,108,2,4,7
34394,108,1,6,4
34395,108,3,3,8
34396,108,2,1,6
34397,108,4,0,7
34398,108,5,1,10
34399,108,7,1,13
34400,108,10,6,14
34401,108,8,1,13
34402,108,1,4,3
34403,108,1,5,3
34404,108,2,2,5
34405,108,3,1,7
34406,108,0,3,4
34407,108,1,3,5
34408,108,2,1,7
34409,108,4,0,9
34410,108,4,1,10
34411,108,4,0,11
34412,108,6,0,13
34413,108,8,3,13
34414,108,8,3,12
34415,108,5,3,9
34416,108,4,0,9
34417,108,1,1,4
34418,108,1,2,5
34419,108,2,2,7
34420,108,5,0,11
34421,108,6,4,10
34422,108,7,3,13
34423,108,7,1,13
34424,108,10,3,19
34425,108,11,7,17
34426,108,10,7,15
34427,108,13,7,21
34428,108,15,10,21
34429,108,18,9,27
34430,108,20,13,29
34431,108,19,11,26
34432,108,10,9,13
34433,108,10,6,15
34434,108,11,6,18
34435,108,15,8,22
34436,108,12,9,17
34437,108,10,6,15
34438,108,10,6,15
34439,108,13,6,20
34440,108,14,9,20
34441,108,16,9,22
34442,108,17,14,22
34443,108,19,11,27
34444,108,20,16,24
34445,108,21,14,29
34446,108,19,16,23
34447,108,18,13,23
34448,108,15,9,22
34449,108,16,10,25
34450,108,18,10,26
34451,108,16,12,20
34452,108,15,10,21
34453,108,18,12,24
34454,108,19,14,24
34455,108,20,18,24
34456,108,23,19,27
34457,108,17,10,24
34458,108,11,10,14
34459,108,11,8,14
34460,108,15,10,22
34461,108,18,13,24
34462,108,17,11,25
34463,108,20,11,27
34464,108,20,17,24
34465,108,20,16,27
34466,108,20,13,27
34467,108,20,16,25
34468,108,17,15,18
34469,108,15,13,16
34470,108,15,12,20
34471,108,16,10,21
34472,108,16,12,21
34473,108,15,9,22
34474,108,18,10,27
34475,108,18,16,21
34476,108,19,16,25
34477,108,21,14,28
34478,108,20,17,25
34479,108,20,18,23
34480,108,22,16,26
34481,108,17,13,22
34482,108,19,11,24
34483,108,19,16,23
34484,108,19,13,25
34485,108,20,15,25
34486,108,20,14,28
34487,108,21,15,28
34488,108,21,16,27
34489,108,22,17,26
34490,108,22,15,30
34491,108,23,17,28
34492,108,23,18,28
34493,108,21,18,27
34494,108,21,17,27
34495,108,21,17,28
34496,108,22,17,30
34497,108,23,18,30
34498,108,25,20,31
34499,108,26,20,33
34500,108,26,20,32
34501,108,26,21,33
34502,108,27,20,35
34503,108,23,20,27
34504,108,20,15,26
34505,108,21,13,29
34506,108,22,17,28
34507,108,22,17,27
34508,108,20,17,22
34509,108,22,18,27
34510,108,23,21,25
34511,108,23,21,26
34512,108,25,21,29
34513,108,25,21,30
34514,108,24,21,27
34515,108,23,22,23
34516,108,22,21,24
34517,108,25,21,30
34518,108,26,23,28
34519,108,26,23,28
34520,108,24,22,26
34521,108,25,23,29
34522,108,25,24,26
34523,108,27,24,32
34524,108,28,26,32
34525,108,26,25,27
34526,108,27,25,32
34527,108,29,23,35
34528,108,31,27,35
34529,108,28,26,30
34530,108,28,25,33
34531,108,29,25,33
34532,108,29,25,33
34533,108,31,26,36
34534,108,30,26,34
34535,108,29,25,34
34536,108,30,26,36
34537,108,31,27,36
34538,108,33,28,38
34539,108,33,28,38
34540,108,32,27,37
34541,108,32,27,37
34542,108,31,27,36
34543,108,31,27,36
34544,108,31,29,36
34545,108,30,28,33
34546,108,29,27,34
34547,108,26,25,29
34548,108,29,25,34
34549,108,29,27,33
34550,108,29,26,32
34551,108,30,27,36
34552,108,31,27,36
34553,108,30,27,34
34554,108,30,27,34
34555,108,30,26,37
34556,108,26,23,29
34557,108,27,23,33
34558,108,31,27,36
34559,108,31,27,36
34560,108,31,27,35
34561,108,30,29,34
34562,108,29,27,33
34563,108,27,25,30
34564,108,26,24,29
34565,108,28,23,33
34566,108,27,23,32
34567,108,26,22,32
34568,108,25,19,32
34569,108,26,21,32
34570,108,27,22,32
34571,108,24,22,26
34572,108,26,24,31
34573,108,26,23,30
34574,108,23,21,26
34575,108,25,22,26
34576,108,26,24,28
34577,108,26,23,31
34578,108,27,23,32
34579,108,25,23,28
34580,108,26,22,32
34581,108,27,23,32
34582,108,24,21,27
34583,108,23,18,29
34584,108,24,18,30
34585,108,23,18,29
34586,108,24,20,28
34587,108,21,18,24
34588,108,20,16,24
34589,108,20,16,26
34590,108,19,14,26
34591,108,21,15,27
34592,108,21,16,27
34593,108,21,14,27
34594,108,19,18,24
34595,108,20,18,25
34596,108,22,17,27
34597,108,21,18,26
34598,108,20,15,25
34599,108,19,15,23
34600,108,18,14,23
34601,108,17,13,23
34602,108,18,12,23
34603,108,18,15,22
34604,108,18,13,24
34605,108,19,12,26
34606,108,19,15,25
34607,108,18,12,24
34608,108,18,13,24
34609,108,19,14,24
34610,108,17,15,22
34611,108,16,13,19
34612,108,15,11,20
34613,108,20,15,24
34614,108,18,13,22
34615,108,19,15,25
34616,108,20,15,26
34617,108,19,17,20
34618,108,18,16,22
34619,108,17,16,21
34620,108,19,15,24
34621,108,16,12,22
34622,108,15,12,17
34623,108,16,14,22
34624,108,17,14,22
34625,108,16,11,21
34626,108,16,13,20
34627,108,13,9,20
34628,108,9,7,10
34629,108,11,7,18
34630,108,13,6,21
34631,108,15,11,20
34632,108,13,8,19
34633,108,13,8,19
34634,108,14,8,21
34635,108,12,8,18
34636,108,11,6,16
34637,108,9,5,16
34638,108,9,3,17
34639,108,11,6,18
34640,108,12,8,18
34641,108,11,7,16
34642,108,9,3,16
34643,108,12,7,16
34644,108,15,9,20
34645,108,9,5,14
34646,108,11,4,19
34647,108,12,6,16
34648,108,14,12,17
34649,108,12,7,16
34650,108,12,8,15
34651,108,9,3,16
34652,108,9,7,10
34653,108,8,7,9
34654,108,11,8,16
34655,108,13,10,17
34656,108,12,11,13
34657,108,10,8,14
34658,108,8,5,13
34659,108,6,2,11
34660,108,6,2,11
34661,108,7,3,13
34662,108,9,7,11
34663,108,6,2,9
34664,108,3,0,7
34665,108,4,2,9
34666,108,8,5,11
34667,108,5,3,8
34668,108,6,1,12
34669,108,9,7,12
34670,108,0,7,8
34671,108,5,8,1
34672,108,3,7,1
34673,108,0,3,3
34674,108,3,3,9
34675,108,8,5,11
34676,108,7,1,12
34677,108,7,2,10
34678,108,6,0,12
34679,108,8,6,10
34680,108,4,1,6
34681,108,2,3,1
34682,108,2,6,0
34683,108,7,10,4
34684,108,9,13,4
34685,108,6,9,2
34686,108,5,8,1
34687,108,5,9,0
34688,108,2,5,2
34689,108,1,2,4
34690,108,2,0,5
34691,108,6,3,10
34692,108,7,5,11
34693,108,5,0,10
34694,108,5,2,8
34695,108,2,0,4
34696,108,0,3,3
34697,108,0,4,4
34698,108,1,2,3
34699,108,1,4,1
34700,108,3,6,1
34701,108,1,6,4
34702,108,1,0,2
34703,108,0,4,2
34704,108,2,5,1
34705,108,3,6,0
34706,108,4,2,9
34707,108,7,4,10
34708,108,1,5,7
34709,108,5,7,2
34710,108,5,8,1
34711,108,3,8,2
34712,108,5,7,2
34713,108,6,9,2
34714,108,3,8,2
34715,108,0,3,3
34716,108,1,5,3
34717,108,1,6,3
34718,108,4,8,1
34719,108,1,5,4
34720,108,1,2,3
34721,108,3,1,5
34722,108,1,3,3
34723,108,3,5,1
34724,108,1,5,3
34725,108,5,8,1
34726,108,5,10,1
34727,108,6,9,2
34728,108,6,9,3
34729,108,7,11,2
34730,108,4,8,1
34731,108,4,8,1
34732,108,2,7,4
34733,108,2,5,3
34734,108,2,5,2
34735,108,3,8,2
34736,108,2,7,3
34737,108,1,4,7
34738,108,4,1,8
34739,108,4,1,7
34740,108,4,1,9
34741,108,4,1,10
34742,108,4,1,6
34743,108,1,2,5
34744,108,0,4,4
34745,108,1,3,3
34746,108,1,5,3
34747,108,0,4,6
34748,108,3,3,10
34749,108,4,1,9
34750,108,2,1,7
34751,108,1,3,6
34752,108,1,3,7
34753,108,3,2,8
34754,108,3,2,9
34755,108,2,1,7
34756,108,2,0,5
34757,108,3,2,8
34758,108,4,0,7
34759,108,2,1,7
34760,108,3,2,7
34761,108,2,1,5
34762,108,2,1,6
34763,108,3,3,9
34764,108,7,3,12
34765,108,9,5,14
34766,108,9,2,16
34767,108,9,6,14
34768,108,4,1,7
34769,108,4,2,7
34770,108,5,1,8
34771,108,5,2,10
34772,108,7,2,12
34773,108,10,2,17
34774,108,7,4,13
34775,108,0,4,4
34776,108,2,3,7
34777,108,5,0,10
34778,108,9,5,14
34779,108,11,9,14
34780,108,11,7,14
34781,108,8,7,9
34782,108,5,4,7
34783,108,5,3,9
34784,108,5,0,9
34785,108,7,4,12
34786,108,7,2,11
34787,108,8,4,11
34788,108,10,4,17
34789,108,7,4,9
34790,108,6,2,10
34791,108,4,0,8
34792,108,6,1,11
34793,108,7,2,13
34794,108,8,5,14
34795,108,7,5,12
34796,108,10,4,17
34797,108,14,11,19
34798,108,10,6,14
34799,108,8,3,13
34800,108,6,3,10
34801,108,7,3,12
34802,108,12,5,18
34803,108,16,11,23
34804,108,16,10,23
34805,108,12,9,14
34806,108,15,9,22
